sr_id,subscriber_id,circle,circle_code,product,sr_category,sr_subcategory,channel,raised_date,sla_days,resolution_days,resolved_date,sla_breach_flag,reopened_flag,status,csat_score
SR300007905,JIO10047463,Kerala,KL,JioFiber,Provisioning,Installation delay,Call centre,2026-06-08 00:00:00,7,15.7,2026-06-23 16:48:00,TRUE,FALSE,Closed,2
SR300013840,JIO10004171,West Bengal,WB,Wireless,Device,SIM replacement,MyJio app,2026-07-16 00:00:00,4,1.6,2026-07-17 14:24:00,FALSE,FALSE,Closed,5
SR300013499,JIO10033579,Maharashtra & Goa,MH,Wireless,Network,No coverage,Retail store,2026-05-03 00:00:00,3,4.8,2026-05-07 19:12:00,TRUE,FALSE,Closed,4
SR300005791,JIO10045990,Delhi NCR,DL,JioAirFiber,Device,Router fault,MyJio app,2026-07-03 00:00:00,4,0.3,2026-07-03 07:12:00,FALSE,FALSE,Closed,3
SR300004401,JIO10025643,Kerala,KL,Wireless,Network,5G not available,Call centre,2026-05-08 00:00:00,3,4,2026-05-12 00:00:00,TRUE,TRUE,Closed,2
SR300011433,JIO10010329,Rajasthan,RJ,Wireless,Billing,Refund pending,Retail store,2026-04-21 00:00:00,5,3,2026-04-24 00:00:00,FALSE,FALSE,Closed,3
SR300005265,JIO10002609,Madhya Pradesh & Chhattisgarh,MP,JioAirFiber,Provisioning,Installation delay,Call centre,2026-08-18 00:00:00,7,26.3,2026-09-13 07:12:00,TRUE,FALSE,Closed,5
SR300013097,JIO10001522,Uttar Pradesh West,UPW,Wireless,Service,Value added service,Call centre,2026-03-13 00:00:00,4,1.9,2026-03-14 21:36:00,FALSE,FALSE,Closed,1
SR300001294,JIO10037698,Rajasthan,RJ,Wireless,Billing,Incorrect charge,Call centre,2026-03-16 00:00:00,5,5.3,2026-03-21 07:12:00,TRUE,FALSE,Closed,1
SR300009256,JIO10012248,Karnataka,KA,JioAirFiber,Provisioning,Installation delay,MyJio app,2026-06-28 00:00:00,7,18,2026-07-16 00:00:00,TRUE,FALSE,Closed,3
SR300012224,JIO10025903,Tamil Nadu,TN,Wireless,Network,Call drop,MyJio app,2026-04-08 00:00:00,3,1.9,2026-04-09 21:36:00,FALSE,FALSE,Closed,5
SR300006903,JIO10039280,Punjab,PB,Wireless,Provisioning,Activation failure,MyJio app,2026-07-04 00:00:00,7,10.8,2026-07-14 19:12:00,TRUE,FALSE,Closed,1
SR300006476,JIO10025464,Karnataka,KA,Wireless,Service,Value added service,Call centre,2026-08-21 00:00:00,4,7.7,2026-08-28 16:48:00,TRUE,FALSE,Closed,2
SR300005305,JIO10033398,Kerala,KL,Wireless,Billing,Refund pending,MyJio app,2026-03-22 00:00:00,5,5.7,2026-03-27 16:48:00,TRUE,TRUE,Closed,5
SR300007630,JIO10041220,Gujarat,GJ,Wireless,Network,5G not available,Call centre,2026-03-29 00:00:00,3,11.4,2026-04-09 09:36:00,TRUE,FALSE,Closed,4
SR300007815,JIO10030435,Maharashtra & Goa,MH,Wireless,Provisioning,Activation failure,MyJio app,2026-05-18 00:00:00,7,16.9,2026-06-03 21:36:00,TRUE,FALSE,Closed,5
SR300010425,JIO10000440,Bihar & Jharkhand,BH,JioFiber,Provisioning,Relocation pending,Call centre,2026-06-24 00:00:00,7,,,TRUE,FALSE,Open,
SR300006609,JIO10052784,West Bengal,WB,JioAirFiber,Provisioning,Engineer no-show,Call centre,2026-03-06 00:00:00,7,24.1,2026-03-30 02:24:00,TRUE,FALSE,Closed,4
SR300001303,JIO10039500,Tamil Nadu,TN,Wireless,Service,Port-out enquiry,MyJio app,2026-06-11 00:00:00,4,2.1,2026-06-13 02:24:00,FALSE,FALSE,Closed,1
SR300004495,JIO10033387,Uttar Pradesh East,UPE,JioFiber,Provisioning,Relocation pending,MyJio app,2026-04-07 00:00:00,7,8.9,2026-04-15 21:36:00,TRUE,FALSE,Closed,4
SR300001934,JIO10041906,Uttar Pradesh East,UPE,Wireless,Network,No coverage,Call centre,2026-06-14 00:00:00,3,3.2,2026-06-17 04:48:00,TRUE,FALSE,Closed,2
SR300005770,JIO10032224,Madhya Pradesh & Chhattisgarh,MP,Wireless,Network,Call drop,Web,2026-05-02 00:00:00,3,,,TRUE,FALSE,Open,
SR300008334,JIO10009949,Delhi NCR,DL,Wireless,Billing,Plan mismatch,WhatsApp,2026-08-28 00:00:00,5,9.3,2026-09-06 07:12:00,TRUE,FALSE,Closed,5
SR300011799,JIO10048723,Bihar & Jharkhand,BH,Wireless,Network,5G not available,Retail store,2026-07-14 00:00:00,3,9.1,2026-07-23 02:24:00,TRUE,FALSE,Closed,5
SR300012768,JIO10017307,Haryana,HR,Wireless,Network,5G not available,Retail store,2026-08-08 00:00:00,3,10,2026-08-18 00:00:00,TRUE,FALSE,Closed,1
SR300005651,JIO10046676,Tamil Nadu,TN,Wireless,Billing,Refund pending,Retail store,2026-03-04 00:00:00,5,,,TRUE,FALSE,Open,
SR300002537,JIO10030958,Himachal Pradesh,HP,Wireless,Network,Call drop,MyJio app,2026-08-29 00:00:00,3,0.6,2026-08-29 14:24:00,FALSE,FALSE,Closed,4
SR300006118,JIO10036276,Odisha,OR,Wireless,Billing,Plan mismatch,Call centre,2026-03-23 00:00:00,5,4.1,2026-03-27 02:24:00,FALSE,FALSE,Closed,2
SR300003373,JIO10025765,Maharashtra & Goa,MH,Wireless,Provisioning,Activation failure,MyJio app,2026-03-23 00:00:00,7,36.8,2026-04-28 19:12:00,TRUE,FALSE,Closed,3
SR300009025,JIO10012920,Delhi NCR,DL,Wireless,Network,No coverage,Call centre,2026-03-31 00:00:00,3,2.9,2026-04-02 21:36:00,FALSE,FALSE,Closed,4
SR300012707,JIO10022976,Madhya Pradesh & Chhattisgarh,MP,Wireless,Billing,Incorrect charge,Call centre,2026-04-06 00:00:00,5,5.4,2026-04-11 09:36:00,TRUE,FALSE,Closed,1
SR300001597,JIO10061321,Tamil Nadu,TN,Wireless,Network,5G not available,Retail store,2026-04-23 00:00:00,3,5,2026-04-28 00:00:00,TRUE,FALSE,Closed,4
SR300013044,JIO10025416,Uttar Pradesh West,UPW,JioFiber,Provisioning,Installation delay,MyJio app,2026-04-03 00:00:00,7,13.2,2026-04-16 04:48:00,TRUE,FALSE,Closed,3
SR300012200,JIO10044406,Odisha,OR,Wireless,Service,Port-out enquiry,MyJio app,2026-07-05 00:00:00,4,1.6,2026-07-06 14:24:00,FALSE,FALSE,Closed,4
SR300008677,JIO10022719,Bihar & Jharkhand,BH,Wireless,Network,Slow data,MyJio app,2026-07-01 00:00:00,3,4.9,2026-07-05 21:36:00,TRUE,FALSE,Closed,1
SR300014184,JIO10051726,Kerala,KL,Wireless,Billing,Incorrect charge,MyJio app,2026-03-19 00:00:00,5,4,2026-03-23 00:00:00,FALSE,FALSE,Closed,5
SR300005550,JIO10059487,Assam,AS,JioFiber,Provisioning,Installation delay,Retail store,2026-07-25 00:00:00,7,0.7,2026-07-25 16:48:00,FALSE,FALSE,Closed,4
SR300003960,JIO10022409,Uttar Pradesh East,UPE,Wireless,Billing,Refund pending,Retail store,2026-04-21 00:00:00,5,0.1,2026-04-21 02:24:00,FALSE,FALSE,Closed,4
SR300005145,JIO10020853,Mumbai,MU,Wireless,Service,Port-out enquiry,MyJio app,2026-03-25 00:00:00,4,0.8,2026-03-25 19:12:00,FALSE,FALSE,Closed,2
SR300010738,JIO10037090,Madhya Pradesh & Chhattisgarh,MP,JioAirFiber,Provisioning,Relocation pending,Retail store,2026-06-24 00:00:00,7,9.3,2026-07-03 07:12:00,TRUE,FALSE,Closed,1
SR300008458,JIO10062722,Tamil Nadu,TN,JioFiber,Provisioning,Engineer no-show,WhatsApp,2026-06-07 00:00:00,7,38,2026-07-15 00:00:00,TRUE,FALSE,Closed,3
SR300013178,JIO10031314,Bihar & Jharkhand,BH,JioAirFiber,Provisioning,Installation delay,Call centre,2026-08-19 00:00:00,7,12,2026-08-31 00:00:00,TRUE,FALSE,Closed,1
SR300012628,JIO10027686,Rajasthan,RJ,Wireless,Billing,Incorrect charge,Retail store,2026-06-10 00:00:00,5,13,2026-06-23 00:00:00,TRUE,TRUE,Closed,1
SR300013778,JIO10023718,Haryana,HR,JioAirFiber,Provisioning,Relocation pending,MyJio app,2026-06-08 00:00:00,7,13.7,2026-06-21 16:48:00,TRUE,FALSE,Closed,5
SR300004961,JIO10043443,Uttar Pradesh West,UPW,Wireless,Service,Value added service,Call centre,2026-08-22 00:00:00,4,3.3,2026-08-25 07:12:00,FALSE,FALSE,Closed,5
SR300008906,JIO10026111,Assam,AS,JioAirFiber,Provisioning,Relocation pending,Call centre,2026-07-16 00:00:00,7,,,TRUE,FALSE,Open,
SR300001411,JIO10004847,Uttar Pradesh West,UPW,Wireless,Billing,Recharge not credited,Call centre,2026-04-17 00:00:00,5,3.2,2026-04-20 04:48:00,FALSE,FALSE,Closed,3
SR300000664,JIO10025167,Delhi NCR,DL,Wireless,Service,Port-out enquiry,Call centre,2026-05-14 00:00:00,4,2.8,2026-05-16 19:12:00,FALSE,FALSE,Closed,3
SR300013927,JIO10025425,Kerala,KL,Wireless,Network,No coverage,Retail store,2026-05-13 00:00:00,3,,,TRUE,TRUE,Open,
SR300008444,JIO10023469,Kolkata,KO,Wireless,Network,No coverage,Call centre,2026-04-02 00:00:00,3,4.9,2026-04-06 21:36:00,TRUE,TRUE,Closed,3
SR300013077,JIO10018737,Uttar Pradesh East,UPE,Wireless,Network,Call drop,MyJio app,2026-03-12 00:00:00,3,3.5,2026-03-15 12:00:00,TRUE,FALSE,Closed,4
SR300001718,JIO10037444,Karnataka,KA,Wireless,Billing,Recharge not credited,MyJio app,2026-08-11 00:00:00,5,3.2,2026-08-14 04:48:00,FALSE,FALSE,Closed,1
SR300009279,JIO10027157,Bihar & Jharkhand,BH,Wireless,Service,Value added service,MyJio app,2026-08-17 00:00:00,4,4.8,2026-08-21 19:12:00,TRUE,FALSE,Closed,5
SR300011971,JIO10024909,Gujarat,GJ,Wireless,Provisioning,Activation failure,MyJio app,2026-04-26 00:00:00,7,2.9,2026-04-28 21:36:00,FALSE,FALSE,Closed,1
SR300006742,JIO10003103,Odisha,OR,Wireless,Billing,Refund pending,Call centre,2026-08-03 00:00:00,5,1.7,2026-08-04 16:48:00,FALSE,FALSE,Closed,4
SR300012267,JIO10014063,Madhya Pradesh & Chhattisgarh,MP,Wireless,Network,Slow data,Call centre,2026-08-28 00:00:00,3,8.7,2026-09-05 16:48:00,TRUE,FALSE,Closed,5
SR300005745,JIO10006544,Jammu & Kashmir,JK,Wireless,Billing,Plan mismatch,WhatsApp,2026-06-01 00:00:00,5,1.7,2026-06-02 16:48:00,FALSE,TRUE,Closed,3
SR300004217,JIO10037610,Maharashtra & Goa,MH,JioFiber,Provisioning,Installation delay,Call centre,2026-05-29 00:00:00,7,3.4,2026-06-01 09:36:00,FALSE,TRUE,Closed,1
SR300013655,JIO10024011,Kolkata,KO,Wireless,Provisioning,Activation failure,MyJio app,2026-05-10 00:00:00,7,8.6,2026-05-18 14:24:00,TRUE,FALSE,Closed,3
SR300008196,JIO10064364,Jammu & Kashmir,JK,Wireless,Network,5G not available,Call centre,2026-08-10 00:00:00,3,2.4,2026-08-12 09:36:00,FALSE,FALSE,Closed,5
SR300013972,JIO10040460,Rajasthan,RJ,Wireless,Service,Value added service,MyJio app,2026-03-28 00:00:00,4,0.9,2026-03-28 21:36:00,FALSE,FALSE,Closed,5
SR300009393,JIO10026718,Punjab,PB,Wireless,Billing,Recharge not credited,MyJio app,2026-07-20 00:00:00,5,1.9,2026-07-21 21:36:00,FALSE,FALSE,Closed,4
SR300005944,JIO10019388,Maharashtra & Goa,MH,Wireless,Network,No coverage,Retail store,2026-06-22 00:00:00,3,,,TRUE,FALSE,Open,
SR300003745,JIO10033032,Andhra Pradesh & Telangana,AP,Wireless,Network,Slow data,MyJio app,2026-06-30 00:00:00,3,3.6,2026-07-03 14:24:00,TRUE,FALSE,Closed,5
SR300006308,JIO10001608,Karnataka,KA,Wireless,Network,5G not available,MyJio app,2026-05-13 00:00:00,3,12.7,2026-05-25 16:48:00,TRUE,FALSE,Closed,5
SR300006244,JIO10040107,Uttar Pradesh East,UPE,Wireless,Service,Plan change request,Retail store,2026-07-30 00:00:00,4,,,TRUE,FALSE,Open,
SR300005913,JIO10023756,Bihar & Jharkhand,BH,Wireless,Device,SIM replacement,MyJio app,2026-04-01 00:00:00,4,,,TRUE,FALSE,Open,
SR300009151,JIO10023858,Kerala,KL,JioAirFiber,Provisioning,Relocation pending,Call centre,2026-05-25 00:00:00,7,8.8,2026-06-02 19:12:00,TRUE,FALSE,Closed,5
SR300008171,JIO10039153,Punjab,PB,Wireless,Service,Value added service,Call centre,2026-03-10 00:00:00,4,16.5,2026-03-26 12:00:00,TRUE,TRUE,Closed,5
SR300004842,JIO10057171,Himachal Pradesh,HP,Wireless,Service,Port-out enquiry,MyJio app,2026-05-22 00:00:00,4,7.2,2026-05-29 04:48:00,TRUE,FALSE,Closed,2
SR300009085,JIO10028151,Delhi NCR,DL,Wireless,Service,Port-out enquiry,WhatsApp,2026-04-12 00:00:00,4,3.4,2026-04-15 09:36:00,FALSE,FALSE,Closed,3
SR300013693,JIO10056020,Uttar Pradesh East,UPE,Wireless,Network,5G not available,MyJio app,2026-08-18 00:00:00,3,2.9,2026-08-20 21:36:00,FALSE,FALSE,Closed,2
SR300013072,JIO10063019,Tamil Nadu,TN,Wireless,Provisioning,Activation failure,Call centre,2026-06-30 00:00:00,7,5.3,2026-07-05 07:12:00,FALSE,FALSE,Closed,5
SR300012335,JIO10031047,Rajasthan,RJ,Wireless,Billing,Plan mismatch,Call centre,2026-04-13 00:00:00,5,2.7,2026-04-15 16:48:00,FALSE,FALSE,Closed,2
SR300003850,JIO10055689,Rajasthan,RJ,JioAirFiber,Provisioning,Relocation pending,Retail store,2026-06-16 00:00:00,7,13.1,2026-06-29 02:24:00,TRUE,FALSE,Closed,2
SR300007574,JIO10002933,Jammu & Kashmir,JK,Wireless,Device,eSIM activation,MyJio app,2026-03-18 00:00:00,4,6.2,2026-03-24 04:48:00,TRUE,TRUE,Closed,2
SR300008660,JIO10028918,Haryana,HR,Wireless,Service,Plan change request,Retail store,2026-07-27 00:00:00,4,5,2026-08-01 00:00:00,TRUE,FALSE,Closed,2
SR300009756,JIO10011100,Odisha,OR,Wireless,Network,No coverage,Call centre,2026-08-26 00:00:00,3,1.9,2026-08-27 21:36:00,FALSE,TRUE,Closed,1
SR300008641,JIO10056007,Karnataka,KA,Wireless,Service,Port-out enquiry,MyJio app,2026-05-12 00:00:00,4,7.1,2026-05-19 02:24:00,TRUE,FALSE,Closed,3
SR300005044,JIO10039803,Uttar Pradesh West,UPW,Wireless,Service,Plan change request,Call centre,2026-04-20 00:00:00,4,10.4,2026-04-30 09:36:00,TRUE,FALSE,Closed,4
SR300004729,JIO10012702,Rajasthan,RJ,Wireless,Billing,Incorrect charge,MyJio app,2026-06-13 00:00:00,5,2.6,2026-06-15 14:24:00,FALSE,TRUE,Closed,5
SR300013065,JIO10017785,Andhra Pradesh & Telangana,AP,Wireless,Service,Plan change request,Web,2026-08-12 00:00:00,4,6.5,2026-08-18 12:00:00,TRUE,FALSE,Closed,4
SR300005105,JIO10058928,Kolkata,KO,Wireless,Service,Value added service,Call centre,2026-03-13 00:00:00,4,6.8,2026-03-19 19:12:00,TRUE,FALSE,Closed,3
SR300004476,JIO10019590,Uttar Pradesh East,UPE,Wireless,Billing,Refund pending,MyJio app,2026-08-27 00:00:00,5,3.7,2026-08-30 16:48:00,FALSE,FALSE,Closed,5
SR300009851,JIO10003088,Assam,AS,Wireless,Billing,Recharge not credited,Web,2026-03-16 00:00:00,5,3.7,2026-03-19 16:48:00,FALSE,FALSE,Closed,2
SR300013391,JIO10002583,Mumbai,MU,JioAirFiber,Provisioning,Installation delay,Call centre,2026-06-26 00:00:00,7,5.9,2026-07-01 21:36:00,FALSE,FALSE,Closed,2
SR300002822,JIO10051998,Maharashtra & Goa,MH,Wireless,Billing,Refund pending,MyJio app,2026-08-19 00:00:00,5,,,TRUE,FALSE,Open,
SR300000186,JIO10033032,Andhra Pradesh & Telangana,AP,Wireless,Service,Value added service,MyJio app,2026-08-30 00:00:00,4,3.1,2026-09-02 02:24:00,FALSE,TRUE,Closed,4
SR300009910,JIO10032946,Tamil Nadu,TN,Wireless,Network,No coverage,Call centre,2026-05-07 00:00:00,3,1.7,2026-05-08 16:48:00,FALSE,FALSE,Closed,4
SR300002026,JIO10010068,Uttar Pradesh East,UPE,Wireless,Network,Slow data,MyJio app,2026-03-20 00:00:00,3,5,2026-03-25 00:00:00,TRUE,TRUE,Closed,5
SR300009604,JIO10036140,Kerala,KL,Wireless,Network,No coverage,Call centre,2026-06-12 00:00:00,3,1,2026-06-13 00:00:00,FALSE,FALSE,Closed,3
SR300013206,JIO10040994,Madhya Pradesh & Chhattisgarh,MP,Wireless,Device,eSIM activation,WhatsApp,2026-08-01 00:00:00,4,,,TRUE,FALSE,Open,
SR300002486,JIO10006151,Andhra Pradesh & Telangana,AP,Wireless,Billing,Refund pending,Call centre,2026-03-28 00:00:00,5,2.6,2026-03-30 14:24:00,FALSE,FALSE,Closed,3
SR300005663,JIO10008305,Assam,AS,JioAirFiber,Provisioning,Relocation pending,MyJio app,2026-08-25 00:00:00,7,3,2026-08-28 00:00:00,FALSE,FALSE,Closed,3
SR300013539,JIO10049805,Tamil Nadu,TN,Wireless,Billing,Refund pending,Retail store,2026-03-16 00:00:00,5,3.2,2026-03-19 04:48:00,FALSE,FALSE,Closed,2
SR300011097,JIO10004426,Maharashtra & Goa,MH,Wireless,Network,5G not available,MyJio app,2026-07-01 00:00:00,3,9.9,2026-07-10 21:36:00,TRUE,FALSE,Closed,4
SR300005844,JIO10055369,Karnataka,KA,Wireless,Device,SIM replacement,MyJio app,2026-03-12 00:00:00,4,3.5,2026-03-15 12:00:00,FALSE,FALSE,Closed,4
SR300014058,JIO10030311,Punjab,PB,Wireless,Network,No coverage,MyJio app,2026-03-21 00:00:00,3,4.9,2026-03-25 21:36:00,TRUE,FALSE,Closed,4
SR300007302,JIO10013073,Karnataka,KA,Wireless,Network,Call drop,MyJio app,2026-04-29 00:00:00,3,,,TRUE,FALSE,Open,
SR300012304,JIO10034287,Andhra Pradesh & Telangana,AP,JioFiber,Provisioning,Engineer no-show,Retail store,2026-08-09 00:00:00,7,16.1,2026-08-25 02:24:00,TRUE,FALSE,Closed,1
SR300005328,JIO10038071,Uttar Pradesh East,UPE,Wireless,Billing,Incorrect charge,Web,2026-03-25 00:00:00,5,7.5,2026-04-01 12:00:00,TRUE,FALSE,Closed,1
SR300002300,JIO10041972,Rajasthan,RJ,Wireless,Billing,Incorrect charge,Call centre,2026-03-09 00:00:00,5,2.6,2026-03-11 14:24:00,FALSE,FALSE,Closed,1
SR300011974,JIO10010603,Madhya Pradesh & Chhattisgarh,MP,Wireless,Service,Value added service,Web,2026-04-17 00:00:00,4,6.7,2026-04-23 16:48:00,TRUE,FALSE,Closed,3
SR300004554,JIO10047664,Karnataka,KA,Wireless,Billing,Recharge not credited,Call centre,2026-08-11 00:00:00,5,0.2,2026-08-11 04:48:00,FALSE,TRUE,Closed,5
SR300008047,JIO10025222,Uttar Pradesh East,UPE,Wireless,Billing,Plan mismatch,Call centre,2026-04-03 00:00:00,5,1.6,2026-04-04 14:24:00,FALSE,FALSE,Closed,1
SR300007659,JIO10063425,Uttar Pradesh East,UPE,Wireless,Billing,Incorrect charge,MyJio app,2026-06-19 00:00:00,5,1.4,2026-06-20 09:36:00,FALSE,FALSE,Closed,4
SR300011215,JIO10007527,Andhra Pradesh & Telangana,AP,Wireless,Provisioning,Activation failure,MyJio app,2026-07-10 00:00:00,7,22.4,2026-08-01 09:36:00,TRUE,FALSE,Closed,1
SR300009901,JIO10041475,Uttar Pradesh East,UPE,Wireless,Billing,Plan mismatch,Retail store,2026-05-22 00:00:00,5,1.9,2026-05-23 21:36:00,FALSE,FALSE,Closed,3
SR300007869,JIO10022953,Uttar Pradesh West,UPW,Wireless,Network,Slow data,WhatsApp,2026-03-06 00:00:00,3,7,2026-03-13 00:00:00,TRUE,FALSE,Closed,4
SR300001122,JIO10022554,Maharashtra & Goa,MH,JioFiber,Provisioning,Relocation pending,MyJio app,2026-04-07 00:00:00,7,10.6,2026-04-17 14:24:00,TRUE,FALSE,Closed,2
SR300006248,JIO10007829,Karnataka,KA,Wireless,Service,Port-out enquiry,Call centre,2026-06-04 00:00:00,4,5.2,2026-06-09 04:48:00,TRUE,FALSE,Closed,1
SR300013598,JIO10047067,Maharashtra & Goa,MH,JioFiber,Provisioning,Relocation pending,MyJio app,2026-08-07 00:00:00,7,1.8,2026-08-08 19:12:00,FALSE,FALSE,Closed,4
SR300014097,JIO10005402,Karnataka,KA,Wireless,Billing,Recharge not credited,Web,2026-06-01 00:00:00,5,5.1,2026-06-06 02:24:00,TRUE,FALSE,Closed,2
SR300003188,JIO10048255,Madhya Pradesh & Chhattisgarh,MP,JioFiber,Provisioning,Engineer no-show,Call centre,2026-08-13 00:00:00,7,20.1,2026-09-02 02:24:00,TRUE,FALSE,Closed,1
SR300000547,JIO10026192,Gujarat,GJ,Wireless,Billing,Recharge not credited,Web,2026-04-11 00:00:00,5,0.7,2026-04-11 16:48:00,FALSE,FALSE,Closed,5
SR300007404,JIO10027043,Uttar Pradesh East,UPE,Wireless,Service,Port-out enquiry,MyJio app,2026-06-03 00:00:00,4,5.9,2026-06-08 21:36:00,TRUE,FALSE,Closed,4
SR300011438,JIO10027558,Andhra Pradesh & Telangana,AP,Wireless,Device,eSIM activation,Call centre,2026-03-26 00:00:00,4,12.1,2026-04-07 02:24:00,TRUE,FALSE,Closed,2
SR300002713,JIO10046760,West Bengal,WB,Wireless,Network,No coverage,MyJio app,2026-08-21 00:00:00,3,2.7,2026-08-23 16:48:00,FALSE,FALSE,Closed,3
SR300012854,JIO10063022,Bihar & Jharkhand,BH,Wireless,Network,No coverage,Retail store,2026-06-11 00:00:00,3,3.9,2026-06-14 21:36:00,TRUE,FALSE,Closed,1
SR300009826,JIO10008796,Madhya Pradesh & Chhattisgarh,MP,Wireless,Provisioning,Activation failure,Retail store,2026-07-07 00:00:00,7,20.5,2026-07-27 12:00:00,TRUE,FALSE,Closed,5
SR300002092,JIO10010116,West Bengal,WB,Wireless,Billing,Refund pending,MyJio app,2026-03-31 00:00:00,5,2.8,2026-04-02 19:12:00,FALSE,FALSE,Closed,4
SR300005158,JIO10044978,Bihar & Jharkhand,BH,Wireless,Service,Port-out enquiry,MyJio app,2026-08-14 00:00:00,4,1.7,2026-08-15 16:48:00,FALSE,FALSE,Closed,4
SR300001128,JIO10016273,Maharashtra & Goa,MH,Wireless,Device,eSIM activation,Web,2026-07-24 00:00:00,4,2.9,2026-07-26 21:36:00,FALSE,FALSE,Closed,1
SR300003704,JIO10010814,Odisha,OR,Wireless,Billing,Incorrect charge,Call centre,2026-05-25 00:00:00,5,0.8,2026-05-25 19:12:00,FALSE,FALSE,Closed,3
SR300002885,JIO10000042,Bihar & Jharkhand,BH,Wireless,Network,No coverage,Web,2026-03-30 00:00:00,3,1.8,2026-03-31 19:12:00,FALSE,FALSE,Closed,2
SR300005176,JIO10038814,Karnataka,KA,Wireless,Network,No coverage,MyJio app,2026-08-15 00:00:00,3,1.8,2026-08-16 19:12:00,FALSE,FALSE,Closed,5
SR300000162,JIO10026361,Punjab,PB,JioAirFiber,Provisioning,Relocation pending,MyJio app,2026-07-13 00:00:00,7,28,2026-08-10 00:00:00,TRUE,FALSE,Closed,2
SR300010397,JIO10038635,Assam,AS,Wireless,Network,5G not available,Call centre,2026-06-11 00:00:00,3,2.5,2026-06-13 12:00:00,FALSE,FALSE,Closed,2
SR300003077,JIO10022412,Andhra Pradesh & Telangana,AP,Wireless,Device,eSIM activation,MyJio app,2026-04-07 00:00:00,4,3.3,2026-04-10 07:12:00,FALSE,FALSE,Closed,2
SR300012618,JIO10051320,Mumbai,MU,Wireless,Billing,Incorrect charge,WhatsApp,2026-08-02 00:00:00,5,1.2,2026-08-03 04:48:00,FALSE,FALSE,Closed,1
SR300001742,JIO10049315,Tamil Nadu,TN,Wireless,Service,Value added service,Call centre,2026-07-29 00:00:00,4,6.4,2026-08-04 09:36:00,TRUE,FALSE,Closed,2
SR300003086,JIO10053595,Uttar Pradesh West,UPW,Wireless,Billing,Recharge not credited,MyJio app,2026-05-11 00:00:00,5,9.4,2026-05-20 09:36:00,TRUE,FALSE,Closed,1
SR300000553,JIO10047434,Karnataka,KA,Wireless,Provisioning,Activation failure,WhatsApp,2026-08-24 00:00:00,7,5.5,2026-08-29 12:00:00,FALSE,FALSE,Closed,4
SR300007203,JIO10063953,Karnataka,KA,Wireless,Service,Port-out enquiry,Call centre,2026-04-23 00:00:00,4,1.8,2026-04-24 19:12:00,FALSE,FALSE,Closed,2
SR300013223,JIO10061732,Rajasthan,RJ,Wireless,Service,Plan change request,MyJio app,2026-04-06 00:00:00,4,,,TRUE,FALSE,Open,
SR300002468,JIO10033653,West Bengal,WB,Wireless,Device,SIM replacement,Call centre,2026-05-18 00:00:00,4,6.8,2026-05-24 19:12:00,TRUE,FALSE,Closed,4
SR300012470,JIO10032536,Uttar Pradesh East,UPE,Wireless,Billing,Recharge not credited,Web,2026-05-12 00:00:00,5,10.7,2026-05-22 16:48:00,TRUE,FALSE,Closed,1
SR300009767,JIO10035581,West Bengal,WB,Wireless,Device,eSIM activation,MyJio app,2026-06-29 00:00:00,4,1.6,2026-06-30 14:24:00,FALSE,FALSE,Closed,2
SR300001036,JIO10023934,Gujarat,GJ,Wireless,Billing,Plan mismatch,Call centre,2026-04-04 00:00:00,5,9.7,2026-04-13 16:48:00,TRUE,FALSE,Closed,1
SR300004727,JIO10010071,Punjab,PB,JioAirFiber,Provisioning,Engineer no-show,Retail store,2026-07-26 00:00:00,7,14.9,2026-08-09 21:36:00,TRUE,FALSE,Closed,2
SR300007994,JIO10031861,North East,NE,Wireless,Billing,Refund pending,Call centre,2026-06-15 00:00:00,5,0.3,2026-06-15 07:12:00,FALSE,FALSE,Closed,3
SR300007632,JIO10003210,Mumbai,MU,Wireless,Network,5G not available,MyJio app,2026-05-16 00:00:00,3,1.5,2026-05-17 12:00:00,FALSE,FALSE,Closed,4
SR300006971,JIO10044321,Rajasthan,RJ,JioFiber,Provisioning,Installation delay,Call centre,2026-08-19 00:00:00,7,,,TRUE,FALSE,Open,
SR300008782,JIO10000584,West Bengal,WB,Wireless,Billing,Refund pending,Web,2026-05-04 00:00:00,5,3.9,2026-05-07 21:36:00,FALSE,FALSE,Closed,2
SR300006183,JIO10012151,Uttar Pradesh East,UPE,Wireless,Service,Port-out enquiry,MyJio app,2026-06-28 00:00:00,4,3.2,2026-07-01 04:48:00,FALSE,FALSE,Closed,3
SR300009972,JIO10046994,Bihar & Jharkhand,BH,Wireless,Service,Port-out enquiry,MyJio app,2026-03-05 00:00:00,4,2.5,2026-03-07 12:00:00,FALSE,FALSE,Closed,1
SR300003961,JIO10057518,Kerala,KL,Wireless,Network,Call drop,Web,2026-04-14 00:00:00,3,4.4,2026-04-18 09:36:00,TRUE,TRUE,Closed,5
SR300005119,JIO10016753,Madhya Pradesh & Chhattisgarh,MP,Wireless,Billing,Refund pending,Retail store,2026-07-06 00:00:00,5,6.3,2026-07-12 07:12:00,TRUE,FALSE,Closed,4
